System Thermodynamic Data:
index Pressure Temperature mass F phi H S V Cp dVdP*10^6 dVdT*10^6 fO2(absolute) fO2(absolute) rhol rhos viscosity aH2O chisqr
71 3000.00 1200.00 100.000000 0.9979807613418353 0.998298 -1169768.361565 269.212981 36.602487 144.034076 -244.252246 2955.502554 -9.032 -9.032 2.731188 3.240384 2.198 n/a n/a
58 7000.00 1246.76 92.833298 0.9767228771844909 0.980083 -1065738.486511 252.868231 33.258074 135.457091 -180.272003 2667.896822 -8.130 -8.130 2.781730 3.262278 2.063 n/a n/a
80 1000.00 1163.00 100.000000 0.9905918990260516 0.992145 -1181883.631568 265.941439 36.971335 143.767639 -272.326820 3031.918924 -9.700 -9.700 2.700565 3.239533 2.367 n/a n/a
72 3000.00 1201.00 100.000000 1.0000000000000000 1.000000 -1169540.668578 269.367503 36.615295 144.107070 -244.512980 2957.879588 -9.020 -9.020 2.731099 0.000000 2.193 n/a n/a
68 5000.00 1234.40 100.000000 1.0000000000000000 1.000000 -1158219.816195 272.074030 36.251597 147.504004 -217.161608 2895.156750 -8.431 -8.431 2.758499 0.000000 2.051 n/a n/a
73 3000.00 1200.90 100.000000 1.0000000000000000 1.000000 -1169555.079280 269.357727 36.614999 144.106964 -244.509035 2957.866417 -9.021 -9.021 2.731121 0.000000 2.193 n/a n/a
69 5000.00 1234.40 100.000000 1.0000000000000000 1.000000 -1158219.816195 272.074030 36.251597 147.504004 -217.161608 2895.156750 -8.431 -8.431 2.758499 0.000000 2.051 n/a n/a
59 7000.00 1241.72 90.674621 0.9773523653722047 0.980652 -1040762.556258 246.667845 32.490626 132.124807 -177.649832 2618.414751 -8.196 -8.196 2.781404 3.266679 2.099 n/a n/a
74 3000.00 1200.80 100.000000 1.0000000000000000 1.000000 -1169569.489971 269.347950 36.614703 144.106858 -244.505091 2957.853242 -9.022 -9.022 2.731143 0.000000 2.193 n/a n/a
75 3000.00 1200.70 100.000000 1.0000000000000000 1.000000 -1169583.900651 269.338173 36.614408 144.106752 -244.501147 2957.840064 -9.023 -9.023 2.731165 0.000000 2.194 n/a n/a
81 1000.00 1166.00 100.000000 1.0000000000000000 1.000000 -1181074.259426 266.504522 37.028113 144.110287 -273.557318 3043.881575 -9.662 -9.662 2.700651 0.000000 2.348 n/a n/a
76 3000.00 1200.60 100.000000 1.0000000000000000 1.000000 -1169598.311321 269.328395 36.614112 144.106645 -244.497203 2957.826883 -9.025 -9.025 2.731187 0.000000 2.194 n/a n/a
82 1000.00 1165.00 100.000000 1.0000000000000000 1.000000 -1181218.369118 266.404352 37.025070 144.109096 -273.505653 3043.720963 -9.675 -9.675 2.700873 0.000000 2.352 n/a n/a
70 5000.00 1229.41 100.000000 0.9751950522910456 0.978849 -1160008.042178 270.885883 36.120937 146.576209 -214.432787 2869.139894 -8.491 -8.491 2.758142 3.246801 2.087 n/a n/a
77 3000.00 1200.50 100.000000 1.0000000000000000 1.000000 -1169612.721980 269.318616 36.613816 144.106539 -244.493259 2957.813698 -9.026 -9.026 2.731209 0.000000 2.195 n/a n/a
60 7000.00 1236.68 88.623273 0.9779625434464909 0.981202 -1017072.213393 240.773211 31.761709 128.962508 -175.159289 2571.273406 -8.262 -8.262 2.781042 3.271183 2.135 n/a n/a
78 3000.00 1200.40 100.000000 1.0000000000000000 1.000000 -1169627.132629 269.308837 36.613520 144.106432 -244.489315 2957.800511 -9.027 -9.027 2.731232 0.000000 2.195 n/a n/a
83 1000.00 1164.00 100.000000 0.9955270819309751 0.996267 -1181541.914941 266.179296 36.999366 143.946680 -272.942702 3038.109368 -9.688 -9.688 2.700741 3.238690 2.360 n/a n/a
71 5000.00 1224.43 97.521714 0.9756922807541358 0.979304 -1130868.813110 263.829759 35.232584 142.731728 -211.200314 2810.699091 -8.553 -8.553 2.757732 3.251019 2.123 n/a n/a
61 7000.00 1231.65 86.672462 0.9785511982329101 0.981734 -994586.710135 235.164590 31.068882 125.959176 -172.791623 2526.318041 -8.330 -8.330 2.780643 3.275788 2.172 n/a n/a
79 3000.00 1200.30 100.000000 0.9994972997608815 0.999576 -1169662.357664 269.284931 36.610772 144.088418 -244.430278 2957.228616 -9.028 -9.028 2.731221 3.240132 2.196 n/a n/a
84 1000.00 1165.00 100.000000 1.0000000000000000 1.000000 -1181218.369118 266.404352 37.025070 144.109096 -273.505653 3043.720963 -9.675 -9.675 2.700873 0.000000 2.352 n/a n/a
85 1000.00 1164.90 100.000000 1.0000000000000000 1.000000 -1181232.780021 266.394331 37.024765 144.108976 -273.500487 3043.704884 -9.676 -9.676 2.700895 0.000000 2.353 n/a n/a
80 3000.00 1200.40 100.000000 1.0000000000000000 1.000000 -1169627.132629 269.308837 36.613520 144.106432 -244.489315 2957.800511 -9.027 -9.027 2.731232 0.000000 2.195 n/a n/a
72 5000.00 1219.44 95.153395 0.9763803854530080 0.979921 -1103059.354160 257.093361 34.385153 139.069729 -208.130721 2754.927506 -8.615 -8.615 2.757281 3.255325 2.160 n/a n/a
62 7000.00 1226.61 84.815665 0.9791174690647279 0.982246 -973228.214774 229.823160 30.409801 123.104323 -170.538610 2483.401798 -8.399 -8.399 2.780207 3.280493 2.209 n/a n/a
86 1000.00 1164.80 100.000000 0.9995032055022282 0.999586 -1181267.136244 266.370439 37.021943 144.090949 -273.438537 3043.084052 -9.677 -9.677 2.700878 3.238019 2.354 n/a n/a
81 3000.00 1200.40 100.000000 1.0000000000000000 1.000000 -1169627.132629 269.308837 36.613520 144.106432 -244.489315 2957.800511 -9.027 -9.027 2.731232 0.000000 2.195 n/a n/a
87 1000.00 1164.90 100.000000 1.0000000000000000 1.000000 -1181232.780021 266.394331 37.024765 144.108976 -273.500487 3043.704884 -9.676 -9.676 2.700895 0.000000 2.353 n/a n/a
63 7000.00 1221.58 83.046726 0.9796612290876925 0.982737 -952923.110459 224.731240 29.782260 120.388103 -168.392585 2442.387012 -8.469 -8.469 2.779735 3.285298 2.246 n/a n/a

82 3000.00 1195.39 100.000000 0.9751288050259971 0.978984 -1171374.696558 268.120871 36.477513 143.215491 -241.566095 2929.293500 -9.089 -9.089 2.730620 3.244284 2.232 n/a n/a
88 1000.00 1164.90 100.000000 1.0000000000000000 1.000000 -1181232.780021 266.394331 37.024765 144.108976 -273.500487 3043.704884 -9.676 -9.676 2.700895 0.000000 2.353 n/a n/a
74 5000.00 1209.46 90.777005 0.9776668226544414 0.981076 -1051818.809900 244.634970 32.820407 132.314296 -202.448807 2651.448268 -8.743 -8.743 2.756259 3.264209 2.234 n/a n/a
64 7000.00 1216.54 81.359886 0.9801827546972013 0.983209 -933602.458773 219.872346 29.184195 117.801340 -166.346440 2403.145441 -8.540 -8.540 2.779226 3.290205 2.284 n/a n/a

89 1000.00 1159.90 100.000000 0.9755467497896554 0.979552 -1182929.883339 265.212143 36.885830 143.222012 -270.446104 3012.935380 -9.740 -9.740 2.699982 3.242163 2.391 n/a n/a
75 5000.00 1204.48 88.751885 0.9782666866847594 0.981615 -1028172.889768 238.869746 32.096942 126.052762 -199.814671 2603.352596 -8.808 -8.808 2.755686 3.268791 2.271 n/a n/a
90 1000.00 1154.91 97.556889 0.9761965556235804 0.980131 -1153519.843172 258.403735 36.000189 139.485912 -266.908388 2951.072359 -9.804 -9.804 2.699022 3.246491 2.429 n/a n/a
65 7000.00 1211.51 79.749790 0.9806825401732889 0.983661 -915202.048935 215.231173 28.613687 115.335519 -164.393597 2365.557971 -8.613 -8.613 2.778681 3.295216 2.321 n/a n/a
84 3000.00 1185.37 95.158862 0.9764899678351918 0.980200 -1113796.085142 254.501107 34.734242 135.817097 -234.917140 2811.304455 -9.215 -9.215 2.729256 3.253022 2.307 n/a n/a
76 5000.00 1199.49 86.825235 0.9788358697804271 0.982128 -1005715.646958 233.386850 31.409042 123.121305 -197.305081 2557.450260 -8.875 -8.875 2.755074 3.273471 2.309 n/a n/a
91 1000.00 1149.91 95.236914 0.9768353494773555 0.980699 -1125646.785153 251.935563 35.159820 135.941683 -263.539758 2892.190850 -9.869 -9.869 2.698014 3.250925 2.468 n/a n/a
85 3000.00 1180.36 92.923890 0.9771318720577624 0.980774 -1087295.125481 248.208314 33.930209 132.406488 -231.837100 2756.610751 -9.280 -9.280 2.728506 3.257533 2.346 n/a n/a
77 5000.00 1194.50 84.989879 0.9793790633134890 0.982617 -984367.994517 228.160602 30.754139 120.331656 -194.911264 2513.581236 -8.943 -8.943 2.754421 3.278253 2.346 n/a n/a
92 1000.00 1144.91 93.033003 0.9774415648161561 0.981239 -1099222.639868 245.787157 34.362002 132.577495 -260.328182 2836.092269 -9.935 -9.935 2.696960 3.255470 2.507 n/a n/a
86 3000.00 1175.35 90.801113 0.9777424072830220 0.981321 -1062177.152455 242.227796 33.167010 129.170054 -228.904194 2704.506746 -9.345 -9.345 2.727711 3.262143 2.384 n/a n/a
67 7000.00 1201.43 76.740287 0.9816169188409082 0.984508 -880912.071001 206.556873 27.548340 107.834524 -160.743744 2294.909154 -8.762 -8.762 2.777478 3.305565 2.397 n/a n/a
78 5000.00 1189.51 83.239536 0.9798981237169994 0.983085 -964053.454064 223.173328 30.129972 117.674046 -192.625319 2471.603173 -9.012 -9.012 2.753727 3.283140 2.384 n/a n/a
93 1000.00 1139.92 90.936544 0.9649212743077696 0.968499 -1074510.943502 239.672543 33.583626 129.099092 -254.964054 2768.702825 -9.996 -9.996 2.697762 3.015296 2.528 n/a n/a
87 3000.00 1170.34 88.782320 0.9783234704843614 0.981841 -1038340.629448 236.536720 32.441666 126.095051 -226.107775 2654.800491 -9.412 -9.412 2.726870 3.266858 2.423 n/a n/a
68 7000.00 1196.40 75.331806 0.9820513089087843 0.984903 -864915.097695 202.497040 27.050250 105.708963 -159.035567 2261.644371 -8.838 -8.838 2.776821 3.310912 2.436 n/a n/a
79 5000.00 1184.53 81.568495 0.9803941019257806 0.983532 -944702.541749 218.408951 29.534484 115.139577 -190.440008 2431.385857 -9.082 -9.082 2.752993 3.288138 2.423 n/a n/a
94 1000.00 1134.92 87.751566 0.9624841371297632 0.965905 -1034714.304822 230.943825 32.396469 124.281198 -248.684133 2690.971245 -10.053 -10.053 2.699084 2.980438 2.543 n/a n/a
88 3000.00 1165.33 86.860052 0.9788767605518328 0.982338 -1015693.364928 231.114343 31.751470 123.169898 -223.438158 2607.317120 -9.479 -9.479 2.725985 3.271683 2.462 n/a n/a
69 7000.00 1191.36 73.981942 0.9824668797186451 0.985281 -849621.319141 198.603299 26.573237 103.674290 -157.398630 2229.630090 -8.916 -8.916 2.776125 3.316381 2.475 n/a n/a
80 5000.00 1179.54 79.971505 0.9808679771504644 0.983961 -926251.346074 213.852688 28.965784 112.720065 -188.348677 2392.809169 -9.154 -9.154 2.752218 3.293250 2.462 n/a n/a
95 1000.00 1129.92 84.464450 0.9633828175460624 0.966705 -993301.880598 222.036662 31.170762 119.400051 -242.579173 2615.353239 -10.109 -10.109 2.700422 2.980069 2.558 n/a n/a
89 3000.00 1160.32 85.027512 0.9794037965072553 0.982811 -994151.430198 225.941772 31.093956 120.384045 -220.886509 2561.896831 -9.548 -9.548 2.725054 3.276623 2.501 n/a n/a
70 7000.00 1186.33 72.687055 0.9828642034697391 0.985643 -834987.040310 194.865315 26.116001 101.724826 -155.828507 2198.784506 -8.995 -8.995 2.775391 3.321977 2.514 n/a n/a
81 5000.00 1174.55 78.443725 0.9813206500680179 0.984370 -908640.989888 209.490925 28.422127 110.407972 -186.345195 2355.762025 -9.226 -9.226 2.751402 3.298483 2.501 n/a n/a
96 1000.00 1124.92 81.376560 0.9640302073981947 0.967273 -954459.491498 213.666169 30.018710 114.815344 -236.759999 2544.111382 -10.163 -10.163 2.701772 2.979508 2.573 n/a n/a
71 7000.00 1181.29 71.443755 0.9832438065195883 0.985990 -820971.608898 191.273483 25.677329 99.855290 -154.321088 2169.031024 -9.076 -9.076 2.774618 3.327707 2.553 n/a n/a
90 3000.00 1155.31 83.278498 0.9717924725203967 0.974896 -973846.304771 220.856216 30.458983 117.576565 -217.166885 2509.571044 -9.613 -9.613 2.725416 3.072089 2.528 n/a n/a
82 5000.00 1169.57 76.980686 0.9817529387035425 0.984762 -891817.139379 205.311103 27.901907 108.196340 -184.423906 2320.141404 -9.300 -9.300 2.750545 3.303842 2.540 n/a n/a
91 3000.00 1150.30 80.934381 0.9648596651637901 0.967636 -945414.854492 214.239320 29.593063 113.940868 -212.078466 2445.715175 -9.673 -9.673 2.727065 2.969482 2.544 n/a n/a
72 7000.00 1176.25 70.248884 0.9836061569662975 0.986321 -807537.145443 187.818861 25.256095 98.060762 -152.872547 2140.297645 -9.158 -9.158 2.773806 3.333580 2.593 n/a n/a
a
83 5000.00 1164.58 75.578257 0.9733841479326433 0.975880 -875928.136609 201.163641 27.399640 105.939344 -181.340250 2276.105361 -9.369 -9.369 2.751312 3.043810 2.565 n/a n/a
92 3000.00 1145.29 78.095285 0.9654597028154356 0.968161 -910015.575858 206.474252 28.539747 109.742274 -206.874422 2379.654724 -9.731 -9.731 2.728734 2.968545 2.559 n/a n/a
84 5000.00 1159.59 73.571650 0.9683312050236680 0.970457 -851740.153271 195.487840 26.664000 102.880737 -177.235205 2222.073569 -9.432 -9.432 2.753169 2.957745 2.581 n/a n/a
73 7000.00 1171.22 69.099491 0.9815003658723268 0.983997 -794696.915061 184.459448 24.851207 96.303349 -151.167576 2109.718779 -9.239 -9.239 2.773474 3.214301 2.629 n/a n/a
74 7000.00 1166.18 67.826159 0.9712472216421434 0.972864 -780270.798219 180.671574 24.397297 94.268001 -148.092155 2066.872230 -9.310 -9.310 2.775448 2.945723 2.645 n/a n/a
93 3000.00 1140.28 75.402816 0.9614445790830385 0.964205 -876574.437933 199.056309 27.536304 105.699943 -201.218992 2312.460544 -9.780 -9.780 2.730466 2.949480 2.571 n/a n/a
98 1000.00 1114.93 75.653550 0.9533719484659949 0.957077 -882859.243857 198.013445 27.865995 106.149818 -224.009287 2401.888200 -10.250 -10.250 2.704397 2.949228 2.595 n/a n/a
94 3000.00 1135.27 72.502830 0.9614374801217509 0.964135 -840592.379460 191.169168 26.461954 101.434019 -195.565770 2245.033936 -9.827 -9.827 2.732225 2.945938 2.581 n/a n/a
86 5000.00 1149.62 69.025495 0.9643590914423540 0.966398 -795740.651809 182.893537 24.982914 96.142052 -168.381977 2109.150710 -9.544 -9.544 2.757079 2.930540 2.606 n/a n/a
76 7000.00 1156.11 64.022308 0.9720226726442094 0.973542 -733754.898868 170.087494 22.997954 88.708394 -141.426256 1973.873708 -9.447 -9.447 2.779481 2.943731 2.675 n/a n/a
95 3000.00 1130.26 69.714146 0.9627398306199406 0.965340 -806041.709990 183.609341 25.430359 97.358485 -190.238243 2181.471290 -9.874 -9.874 2.733990 2.947053 2.591 n/a n/a
87 5000.00 1144.63 66.572594 0.9647246461536897 0.966701 -765596.766843 176.179462 24.078747 92.565529 -163.723397 2051.028289 -9.593 -9.593 2.759134 2.928878 2.616 n/a n/a
99 1000.00 1109.93 72.130929 0.9614414528881858 0.964624 -838845.084578 188.689274 26.570201 101.100083 -217.884381 2329.575919 -10.295 -10.295 2.705774 2.958937 2.605 n/a n/a
96 3000.00 1125.25 67.123800 0.9639385196948957 0.966451 -774002.663212 176.584871 24.471911 93.576562 -185.247974 2122.289868 -9.922 -9.922 2.735760 2.948323 2.601 n/a n/a
88 5000.00 1139.64 64.231461 0.9657602226125226 0.967673 -736870.140511 169.783514 23.216242 89.166046 -159.317155 1996.162184 -9.642 -9.642 2.761193 2.930320 2.625 n/a n/a
100 1000.00 1104.94 69.356864 0.9626775689978878 0.965811 -804258.577259 181.226516 25.537218 97.028080 -212.388358 2267.231246 -10.341 -10.341 2.707102 2.964803 2.616 n/a n/a
97 3000.00 1120.24 64.710439 0.9650435172630744 0.967477 -744204.241773 170.038456 23.578779 90.056657 -180.560413 2067.019579 -9.970 -9.970 2.737532 2.949789 2.611 n/a n/a
89 5000.00 1134.66 62.039437 0.9667189075614957 0.968575 -710018.865772 163.793765 22.408588 85.986425 -155.163169 1944.686133 -9.692 -9.692 2.763252 2.932045 2.634 n/a n/a
78 7000.00 1146.04 60.188587 0.9675481692861515 0.968926 -687119.222784 159.438611 21.588958 83.096611 -133.849091 1874.879194 -9.550 -9.550 2.783970 2.911544 2.693 n/a n/a
a
90 5000.00 1129.67 59.981952 0.9676073048064963 0.969414 -684860.030462 158.170788 21.650471 83.005134 -151.238523 1896.267281 -9.742 -9.742 2.765305 2.934135 2.643 n/a n/a
98 3000.00 1115.23 62.455621 0.9660633493008581 0.968426 -716412.722782 163.920589 22.744199 86.771462 -176.145689 2015.252211 -10.019 -10.019 2.739302 2.951499 2.620 n/a n/a
102 1000.00 1094.94 64.371515 0.9650084120285178 0.967955 -742272.059155 167.819811 23.683150 89.727990 -202.406595 2154.695667 -10.435 -10.435 2.709756 2.967953 2.635 n/a n/a
79 7000.00 1141.00 58.242639 0.9683659808225399 0.969714 -663485.604371 154.091609 20.874867 80.294429 -130.250813 1827.638233 -9.602 -9.602 2.786205 2.914298 2.702 n/a n/a
99 3000.00 1110.22 60.343324 0.9670052559624435 0.969306 -690425.450343 158.188259 21.962300 83.697239 -171.977885 1966.630693 -10.068 -10.068 2.741066 2.953525 2.629 n/a n/a
91 5000.00 1124.68 58.046238 0.9684310069732925 0.970197 -661233.760413 152.880024 20.937238 80.203272 -147.523309 1850.611035 -9.793 -9.793 2.767345 2.936709 2.651 n/a n/a
80 7000.00 1135.97 56.407482 0.9691301739278171 0.970459 -641240.406579 149.048863 20.201522 77.654468 -126.843140 1783.014374 -9.655 -9.655 2.788416 2.917841 2.710 n/a n/a
81 7000.00 1130.93 54.673494 0.9593678741846250 0.962401 -620502.742074 144.115166 19.555689 74.990790 -122.841828 1724.452638 -9.736 -9.736 2.786974 3.021308 2.735 n/a n/a
103 1000.00 1089.95 62.126273 0.9601707943204966 0.964486 -714575.968902 161.675005 22.839496 86.312633 -197.418103 2092.677036 -10.517 -10.517 2.707954 3.050644 2.660 n/a n/a
92 5000.00 1119.69 56.221049 0.9648372888805371 0.967349 -639103.883175 147.816285 20.259524 77.486010 -143.665834 1800.529265 -9.853 -9.853 2.767839 2.988471 2.667 n/a n/a
100 3000.00 1105.21 58.359559 0.9665360545330600 0.969112 -666096.515952 152.781609 21.226417 80.785153 -167.946310 1918.450838 -10.127 -10.127 2.742077 2.978631 2.641 n/a n/a
82 7000.00 1125.90 52.460722 0.9543672449993119 0.958377 -594735.768415 138.064158 18.769784 71.746193 -118.475020 1655.165622 -9.833 -9.833 2.783262 3.064225 2.770 n/a n/a
93 5000.00 1114.71 54.252865 0.9523816551597694 0.957251 -615833.940353 142.266021 19.532497 74.424417 -138.958673 1730.447605 -9.939 -9.939 2.763441 3.093926 2.704 n/a n/a
104 1000.00 1084.95 59.661178 0.9303142721777590 0.942166 -685807.426704 154.593840 21.908230 82.066585 -190.446462 1975.235388 -10.798 -10.798 2.688976 3.281270 2.768 n/a n/a
101 3000.00 1100.20 56.416000 0.9353921105619546 0.945687 -643208.047035 147.009321 20.478484 77.324970 -162.064214 1817.219756 -10.422 -10.422 2.724900 3.277094 2.743 n/a n/a
83 7000.00 1120.86 50.075540 0.9563534857037612 0.960209 -567219.194690 131.710082 17.942569 68.380606 -114.350120 1588.894279 -9.929 -9.929 2.779673 3.061307 2.804 n/a n/a
94 5000.00 1109.72 51.678150 0.9538535727746730 0.958798 -585996.009770 135.440445 18.638236 70.756260 -134.395153 1658.386256 -10.043 -10.043 2.758396 3.105449 2.744 n/a n/a
102 3000.00 1095.19 52.780481 0.9414796960436055 0.950637 -604286.111437 137.683647 19.288421 72.283278 -156.508692 1717.411156 -10.704 -10.704 2.710023 3.243996 2.832 n/a n/a
105 1000.00 1079.95 55.513010 0.9375675137943547 0.948085 -640652.688241 144.036507 20.540972 76.289235 -184.009754 1862.126853 -11.067 -11.067 2.672570 3.250064 2.863 n/a n/a
95 5000.00 1104.73 49.304266 0.9476613794593937 0.955116 -558882.655352 129.064737 17.814992 67.238220 -129.935348 1579.376656 -10.318 -10.318 2.745972 3.227204 2.821 n/a n/a
85 7000.00 1110.79 45.902233 0.9597394227911615 0.963342 -519175.928617 120.582048 16.492633 62.501176 -107.032594 1473.276940 -10.115 -10.115 2.772788 3.056711 2.866 n/a n/a
106 1000.00 1074.95 52.056576 0.9432341586845171 0.952734 -602726.395265 135.194741 19.389144 71.457839 -178.397689 1768.182186 -11.326 -11.326 2.658061 3.224419 2.947 n/a n/a
103 3000.00 1090.18 49.701167 0.9462761629550960 0.954570 -571018.349603 129.745999 18.269304 67.998765 -151.600238 1633.083004 -10.977 -10.977 2.696838 3.217101 2.912 n/a n/a
96 5000.00 1099.74 46.733217 0.9512229198479781 0.958034 -531476.058414 122.385253 16.966593 63.674553 -125.862779 1508.288651 -10.585 -10.585 2.734844 3.201433 2.891 n/a n/a
86 7000.00 1105.75 44.062979 0.9580751476035716 0.962632 -498094.053226 115.644150 15.852981 59.858732 -103.693695 1417.787797 -10.300 -10.300 2.766319 3.118414 2.912 n/a n/a
104 3000.00 1085.17 47.040462 0.9501834910425458 0.957795 -542063.850312 122.859963 17.380775 64.288926 -147.206952 1560.484191 -11.243 -11.243 2.684957 3.194566 2.984 n/a n/a
107 1000.00 1069.96 49.110939 0.9478052789518278 0.956499 -570197.579706 127.627702 18.398583 67.330736 -173.428416 1688.470669 -11.576 -11.576 2.645017 3.202738 3.023 n/a n/a
97 5000.00 1094.76 44.463191 0.9541661749737167 0.960476 -507093.597067 116.467490 16.211269 60.522979 -122.158178 1445.712074 -10.846 -10.846 2.724715 3.180599 2.954 n/a n/a
87 7000.00 1100.72 42.226619 0.9572306262158335 0.962418 -477892.250480 110.763336 15.229367 57.258351 -100.524866 1363.164956 -10.559 -10.559 2.757764 3.155455 2.967 n/a n/a
105 3000.00 1080.16 44.706519 0.9534437056005033 0.960501 -516513.694892 116.799179 16.595408 61.030430 -143.233728 1497.064076 -11.502 -11.502 2.674114 3.175270 3.050 n/a n/a
108 1000.00 1064.96 46.557023 0.9515812485468080 0.959620 -541846.245494 121.043188 17.533076 63.747079 -168.973475 1619.696102 -11.819 -11.819 2.633138 3.184029 3.093 n/a n/a
98 5000.00 1089.77 42.434773 0.9566765928590466 0.962576 -485176.750291 111.164932 15.531729 57.704687 -118.763181 1390.016844 -11.101 -11.101 2.715391 3.162783 3.012 n/a n/a
88 7000.00 1095.68 40.430171 0.9591775530408968 0.964061 -458640.832237 106.040691 14.628406 54.775217 -97.577134 1313.331154 -10.814 -10.814 2.749813 3.139353 3.018 n/a n/a
106 3000.00 1075.15 42.634612 0.9562131026713315 0.962812 -493719.144449 111.403117 15.893595 58.135559 -139.609426 1441.005325 -11.757 -11.757 2.664118 3.158485 3.111 n/a n/a
109 1000.00 1059.96 44.312221 0.9532446742511516 0.961239 -516862.639468 115.203365 16.773708 60.555710 -165.025253 1556.512602 -12.033 -12.033 2.619796 3.186622 3.173 n/a n/a
99 5000.00 1084.78 40.605870 0.9588492999005038 0.964405 -465317.378506 106.372519 14.915394 55.162688 -115.632304 1339.999194 -11.353 -11.353 2.706730 3.147342 3.066 n/a n/a
107 3000.00 1070.14 40.777254 0.9585981778817371 0.964810 -473199.040968 106.553374 15.260775 55.539498 -136.279297 1390.966000 -12.007 -12.007 2.654826 3.143721 3.167 n/a n/a
110 1000.00 1054.97 42.249308 0.9550843688564061 0.962816 -494292.102435 109.852668 16.077665 57.650955 -161.353987 1499.420095 -12.237 -12.237 2.606724 3.174240 3.252 n/a n/a
100 5000.00 1079.80 38.944442 0.9607508969795761 0.966016 -447200.776377 102.009870 14.352565 52.853329 -112.729290 1294.738773 -11.602 -11.602 2.698623 3.133832 3.117 n/a n/a
108 3000.00 1065.13 39.098496 0.9606746306270900 0.966557 -454585.781389 102.159938 14.685811 53.192911 -133.200243 1345.926850 -12.253 -12.253 2.646128 3.130631 3.220 n/a n/a
111 1000.00 1049.97 40.360596 0.9571879378563838 0.964634 -473650.041161 104.953190 15.438589 55.001307 -157.955032 1447.844005 -12.434 -12.434 2.594087 3.164693 3.327 n/a n/a
90 7000.00 1085.61 37.280754 0.9623652193583201 0.966804 -424661.314476 97.738857 13.566997 50.421280 -92.273826 1226.356083 -11.314 -11.314 2.735284 3.115332 3.110 n/a n/a
101 5000.00 1074.81 37.425455 0.9624299075849646 0.967447 -430578.325970 98.013914 13.835584 50.742331 -110.024718 1253.515101 -11.847 -11.847 2.690986 3.121935 3.164 n/a n/a
112 1000.00 1044.97 38.641640 0.9590659266522610 0.966267 -454872.897859 100.487905 14.855237 52.593452 -154.801871 1401.129402 -12.626 -12.626 2.581829 3.156455 3.400 n/a n/a
109 3000.00 1060.12 37.570444 0.9624981429224804 0.968097 -437591.817565 98.152702 14.159987 51.057343 -130.337713 1305.095813 -12.496 -12.496 2.637936 3.118965 3.269 n/a n/a
91 7000.00 1080.57 35.887309 0.9637142859388119 0.967978 -409550.665016 94.057980 13.094490 48.496067 -89.873844 1188.081017 -11.561 -11.561 2.728570 3.105564 3.153 n/a n/a
113 1000.00 1039.98 37.068866 0.9607684710856838 0.967753 -437704.752848 96.397465 14.320077 50.394109 -151.864637 1358.586851 -12.813 -12.813 2.569912 3.149232 3.470 n/a n/a
110 3000.00 1055.11 36.171009 0.9641108486559836 0.969465 -421987.860217 94.475977 13.676348 49.102237 -127.663577 1267.845624 -12.736 -12.736 2.630179 3.108538 3.315 n/a n/a
102 5000.00 1069.82 36.028942 0.9639228532103604 0.968727 -415249.798236 94.334159 13.358283 48.802241 -107.494361 1215.753246 -12.091 -12.091 2.683749 3.111421 3.208 n/a n/a
114 1000.00 1034.98 35.623603 0.9623314848726839 0.969120 -421941.174907 92.634621 13.827103 48.376718 -149.119027 1319.666277 -12.996 -12.996 2.558312 3.142786 3.538 n/a n/a
92 7000.00 1075.54 34.594738 0.9649313050922133 0.969045 -395496.718518 90.639631 12.654655 46.711277 -87.617702 1152.696729 -11.807 -11.807 2.722152 3.097020 3.192 n/a n/a
111 3000.00 1050.10 34.882404 0.9655454025475999 0.970687 -407588.136017 91.084800 13.229256 47.302917 -125.154641 1233.671559 -12.974 -12.974 2.622797 3.099211 3.359 n/a n/a
115 1000.00 1029.98 34.290740 0.9637806641449065 0.970390 -407415.480836 89.160943 13.371417 46.519639 -146.544873 1283.919963 -13.174 -13.174 2.547013 3.136930 3.604 n/a n/a
103 5000.00 1064.83 34.738701 0.9652579790747734 0.969877 -401051.388769 90.929514 12.915621 47.010719 -105.118034 1180.987105 -12.332 -12.332 2.676855 3.102114 3.250 n/a n/a
93 7000.00 1070.50 33.391188 0.9660882979463427 0.970038 -382381.788650 87.453419 12.243692 45.051721 -85.488188 1119.950536 -12.042 -12.042 2.716110 3.086778 3.229 n/a n/a
112 3000.00 1045.09 33.690104 0.9668276424368659 0.971783 -394240.091455 87.942360 12.814080 45.639179 -122.791573 1202.161956 -13.210 -13.210 2.615740 3.090877 3.400 n/a n/a
116 1000.00 1024.98 33.057797 0.9651344405350754 0.971576 -393989.230231 85.944560 12.948952 44.804907 -144.125133 1250.977010 -13.348 -13.348 2.536006 3.131521 3.668 n/a n/a
104 5000.00 1059.85 33.541405 0.9664576415900170 0.970917 -387847.340312 87.766087 12.503419 45.349338 -102.878744 1148.833730 -12.572 -12.572 2.670258 3.093881 3.289 n/a n/a
117 1000.00 1019.99 31.914281 0.9664061474009420 0.972689 -381545.575770 82.958582 12.556271 43.217361 -141.845191 1220.525442 -13.520 -13.520 2.525282 3.126448 3.730 n/a n/a
94 7000.00 1065.47 32.269945 0.9670585240030802 0.970908 -370106.594239 84.480578 11.859140 43.504985 -83.473851 1089.447992 -12.274 -12.274 2.710315 3.081138 3.264 n/a n/a
